lon,lat
-73.98124588517352,40.74965372903523
-73.98682219277809,40.74223191049776
-73.97023796632445,40.76461341476786
-73.98182981612734,40.749885172505955
-73.98031947876422,40.750865411885925
-73.97941516773754,40.752101175079844
-73.97310429825268,40.760796708285135
-73.97341433373256,40.76003603125652
-73.97476703480443,40.76010589389822
-73.97798705323169,40.75406612809779
-73.97986795837339,40.751259822598016
-73.94085273028752,40.80504881659685
-73.97064399169064,40.76419108179245
-73.97378454174077,40.759664390426686
-73.9737979456853,40.761081794587085
-73.97831717313838,40.755022956985584
-73.97271367751829,40.76084646977457
-73.9827623863625,40.74751463989651
-73.93723837769852,40.80995801731899
-73.9734525463882,40.76035190187538
-73.95950036340702,40.7796649645127
-73.96893328746813,40.76723826897839
-73.97937427298777,40.752414502464234
-73.97504178856943,40.75885441196011
-73.97563994327672,40.75804699829359
-73.97003909931549,40.76571889357666
-73.96496112110525,40.772175146668054
-73.946725071102,40.798033740266625
-73.94593700004555,40.799081526768326
-73.94016980456585,40.8066644364514
-73.93967959619314,40.806779473674126
-73.98620758367552,40.74354951410571
-73.95030066547228,40.79276598618648
-73.95605817533999,40.78436564345451
-73.96729155461095,40.7689651012729
-73.96629601034917,40.770860786809486
-73.93908262444226,40.80816191466616
-73.97189397024107,40.76268114387601
-73.95345997380001,40.788427725024206
-73.98151442582765,40.74998775769476
-73.9379025462935,40.80974887001423
-73.93862178109171,40.80879594788322
-73.96687809338592,40.769553632247415
-73.95460202589814,40.78686389871414
-73.93684213212836,40.81031463906788
-73.9687325855012,40.766986793127536
-73.94436368278218,40.80098154697519
-73.98523983580401,40.7448725130737
-73.98503393903184,40.745139289272146
-73.98513290408148,40.745021095585955
-73.94023567123389,40.80604507632408
-73.94020438634762,40.80661717708067
-73.96167566562738,40.77669905071665
-73.96649651491549,40.77005888342293
-73.9685077523202,40.76784411479277
-73.94729483339587,40.79639496278507
-73.95611848451773,40.784275692465
-73.95328366250682,40.78819251586804
-73.95553539539543,40.785615924464324
-73.95559012688587,40.78499168502475
-73.96394078595631,40.77407865719905
-73.95574696352493,40.784802811042574
-73.96259980065891,40.775924339834454
-73.93780941346228,40.80987037969559
-73.93917838611107,40.80801006224006
-73.96746462774374,40.76872854273936
-73.94432975252646,40.80102888651705
-73.96297274822744,40.77541126957776
-73.9400638631674,40.80680922109601
-73.97378290700186,40.760584002181965
-73.95175154894311,40.79005356550368
-73.9678380369013,40.76824976609365
-73.96196716931895,40.77678255922898
-73.96896851800217,40.767189657155825
-73.93867845798603,40.80871766446068
-73.9396468882176,40.8068247698079
-73.93665042508466,40.811552980345326
-73.93654595001726,40.81182002004219
-73.9597254376296,40.77930450580414
-73.9830462955017,40.747372537087614
-73.97011062652034,40.76562092602045
-73.97007429258113,40.76567068915337
-73.97373860670572,40.76064489795849
-73.95760772417155,40.78274585629518
-73.94006869536885,40.80625109864464
-73.94017674148922,40.80610495427202
-73.97332547465675,40.76070252172804
-73.95384531907762,40.787401894143635
-73.95379154412672,40.78747577114033
-73.95381573994042,40.787442538815334
-73.95389983528841,40.78783139693294
-73.95387038430846,40.78736745228803
-73.95118378657607,40.791545608912955
-73.96953142711689,40.76643529994184
-73.93870758958342,40.80867741925663
-73.95979963104436,40.77974751725436
-73.97950494323277,40.75223753903732
-73.9617558172732,40.776552282155514
-73.96825999666787,40.76816210686196
-73.96398439659039,40.774018924535234
-73.97383266222064,40.76052679989689
-73.96639934948924,40.77019192340993
-73.98599616461973,40.7438091980153
-73.95025703305917,40.792825829929654
-73.9443307666293,40.800440768229855
-73.94422289827018,40.80117512710476
-73.96540661070217,40.772075347583836
-73.9598385520618,40.77969400462242
-73.96956035665124,40.76639576632739
-73.93768830456386,40.81005103516378
-73.94443093527599,40.800889077722665
-73.94612233281904,40.797740761236284
-73.93885039768105,40.8084801510559
-73.96644247267521,40.770132878002954
-73.93873670237397,40.808637207539924
-73.96255603790172,40.77598446559326
-73.94429404328562,40.801078439029745
-73.98341615172787,40.74687397155423
-73.9471971020049,40.79651269765338
-73.96125856484967,40.77723872800425
-73.96993480304434,40.765861727991805
-73.96854340746101,40.767794966803244
-73.96740934967927,40.768828337393806
-73.94441873779674,40.80031981919995
-73.94853269737932,40.79519525644325
-73.96749882309771,40.76868146143102
-73.96921816455757,40.76631747390529
-73.93632181198323,40.810591715294585
-73.97629666991641,40.75715115554965
-73.95680640171342,40.783849807752354
-73.98220852165736,40.748534011292385
-73.9781501358495,40.75460515195136
-73.98199142426321,40.74884018283504
-73.98126255871485,40.74986364950708
-73.97049309247775,40.76510187641991
-73.97044543651603,40.76516698816226
-73.9703351717938,40.76531764018113
-73.97036284919318,40.76527982535314
-73.94009861661984,40.806761725804996
-73.98158998103195,40.7499051913185
-73.97687699002374,40.75635775284701
-73.98244577597102,40.748238644152266
-73.94670737995246,40.79694637933034
-73.93532416592835,40.81366015372137
-73.98543277395227,40.74414511074018
-73.97183172208011,40.76276636077532
-73.93714371912496,40.81122306342376
-73.9763733080889,40.75704471643386
-73.98176043596726,40.74914985891605
-73.97624628811121,40.75670681829434
-73.98571329956057,40.74422495387456
-73.97467296388719,40.75885781114372
-73.95700761192391,40.78358630825767
-73.96068589548473,40.77854286040959
-73.94467379963854,40.80058607239574
