lon,lat
-73.9736395822192,40.75363658302548
-73.97358363538791,40.753621155134375
-73.971050323482,40.75277893455259
-73.97353260190349,40.75359956372246
-73.97825793928452,40.75560102705037
-73.9707177799056,40.75264066345365
-73.96938427830666,40.75207541720659
-73.97017595676624,40.75219488955665
-73.97117679223457,40.752852376682924
-73.96898083591795,40.75166360541147
-73.97171448763768,40.75283529600137
-73.97134301536018,40.75264302701597
-73.97810234675745,40.75553568690729
-73.96944118556439,40.75183965294896
-73.97155452874605,40.75302068029765
-73.97358533231741,40.75384732319038
-73.97711601437673,40.75512571122916
-73.97403560489772,40.75382182758747
-73.97078889749335,40.75244982444101
-73.97178827018628,40.75313950352338
-73.96867096954544,40.751564003522425
-73.96876531209934,40.75156598568047
-73.97847186761426,40.75569085997737
-73.97348140678321,40.753577898539206
-73.97091890195595,40.752511100337635
-73.97801998697643,40.75550447068158
-73.97788753216348,40.755445485904744
-73.96966473776166,40.75197996536574
-73.96876239521187,40.75186292418335
-73.97835983718043,40.755643817126284
-73.96972683187586,40.75200629669613
-73.97109629007478,40.752554790379904
-73.97113617156677,40.75281075287457
-73.97852061489509,40.75570904145687
-73.97476666097702,40.75412727103047
-73.97482735618081,40.75442018108504
-73.97768773944058,40.75537068221081
-73.97308845884822,40.75363820070586
-73.97302730666094,40.75339825060203
-73.9733131870014,40.753504247916375
-73.97340738063244,40.75354657052435
-73.97630126070464,40.75477276272297
-73.97232193163345,40.753091319820044
-73.9698562850278,40.752279961013755
-73.96975499905642,40.752237347496695
-73.96905583812503,40.75203984591443
-73.96977008784303,40.752024639093406
-73.97682711953651,40.755002892107996
-73.96965726321339,40.75219622966053
-73.97338216744615,40.75353318523489
-73.97706850690045,40.75509917169649
-73.9714935575335,40.75274528256542
-73.96833636409687,40.751683291613034
-73.9738290155829,40.75395255466081
