lon,lat
-73.92252465335248,40.85951850445461
-73.92239298148154,40.859437706451104
-73.921760963302,40.85862504145975
-73.92173050178266,40.85799553553433
-73.92181981024588,40.8578602235402
-73.93666142761384,40.85044732520501
-73.93620370000076,40.85136331508886
-73.93615190296994,40.85146696770021
-73.93571740885848,40.85233515231317
-74.01006968341342,40.704545914131955
-74.00974639311217,40.7047752479187
-74.0068377870997,40.707857835737876
-74.00653116871753,40.7082271262545
-73.94968682996546,40.79621698487826
-73.94918568582632,40.79600447773409
-73.94904329476765,40.795941273538325
-73.94808516529754,40.79553641772941
-73.93191507377053,40.8467105236121
-73.93185010295767,40.8468026327695
-73.99574855573138,40.749052196220944
-73.99529821527037,40.7496716820974
-73.96106754453669,40.76085809262594
-73.95880955474563,40.7599127860139
-73.94324542439227,40.76790621913489
-73.94299356982305,40.76819089133
-73.94297950727766,40.76820822445321
-73.9429649863737,40.768225337386525
-73.94295001284526,40.768242223934166
-73.94293459264823,40.76825887622521
-73.94291873283939,40.768275287394424
-73.94290243937267,40.768291451916205
-73.94288571864459,40.768307362087384
-73.94286857793176,40.76832301171293
-73.94285102451099,40.768338394430295
-73.94283306477756,40.768353504043986
-73.94281470666934,40.768368334191806
-73.94279595746262,40.76838287918129
-73.94277682509605,40.76839713181261
-73.9427573175057,40.76841108790137
-73.94258900640158,40.7685249229642
-74.00679907002781,40.73572292371414
-74.006620319663,40.73643169692291
-73.99885784318774,40.70845537922061
-73.99880450295242,40.70848368991413
-73.99837261642809,40.70866810024402
-73.93454533293875,40.814858247800224
-73.93437662519945,40.81486347398665
-73.93483229160476,40.814055471812985
-73.93469166469954,40.81423063007636
-73.96110997058013,40.76906440780265
-73.9606018063753,40.7697491867064
-73.97100923916177,40.80096750239484
-73.97115997034916,40.8010275405591
-73.96250593613868,40.773097704098966
-73.96204380201743,40.7737336497912
-73.99828702268513,40.7404698215573
-73.99786128446578,40.7410563688254
-73.92392362530074,40.8000271114367
-73.92407246671333,40.8000324954851
-73.95871908226965,40.75864023211098
-73.95869168112483,40.7586750629876
-73.95064331166547,40.799092714837414
-73.95048470830272,40.799202097862064
