lon,lat
-73.98409977224088,40.76535270174198
-73.98411546862393,40.765331194943464
-73.99579793059425,40.74929164496388
-74.00419160834835,40.737916455254734
-73.98348808659571,40.765577428024
-74.00481374499084,40.737739866488994
-74.00155169469349,40.74078017607967
-73.99953235605672,40.74355533614334
-73.9961796142742,40.74808891777186
-73.99213393697501,40.75432994821698
-73.99762894207028,40.74617038937198
-73.98879345290854,40.75830222043202
-73.98808617562001,40.7592726684943
-74.0029416759804,40.73949001808003
-73.99304877963668,40.75245540025007
-74.00407107041553,40.73838628766012
-73.99956802354515,40.74350657357715
-73.99315547521256,40.75230892655501
-73.98535965746137,40.76300842579882
-74.00025801082867,40.74255639039318
-73.98352147935152,40.7655328719669
-73.99494802619876,40.7498511951179
-73.99564714028888,40.74888102947988
-73.99582886749882,40.74864258721221
-73.99758522542092,40.746230213575494
-74.00472067617956,40.73782260660159
-74.00396400700978,40.73853552573497
-74.00198639478576,40.740182418034514
-74.00029810534629,40.74250135087679
-73.99355082915625,40.751761702391875
-74.00195278969234,40.740228380632324
-73.98523185704721,40.763182910377544
-74.00396642391371,40.73865603893215
-73.98332429152113,40.76581326775112
-74.00071718226975,40.742537722503435
-74.0030307642924,40.73936756908204
-73.98531721578927,40.76306636689756
-74.00373179674318,40.73831417854451
-73.992327774202,40.7540681097719
-73.98383438416452,40.76571393588277
-74.00050241326412,40.74275950380726
-73.9843859288577,40.764294175688704
-73.98971973206133,40.75765060790327
-73.98338152650497,40.76571960183626
-73.99518214292486,40.750144389231885
-73.98740174649785,40.76081823333259
-73.99530908589077,40.7499716993515
-73.99859630309149,40.74484601537198
-73.99949687243878,40.74360384673946
-73.997455309921,40.74640798873538
-73.99535667426962,40.74990696483702
-73.99526911277043,40.75002607886772
-74.0035288175064,40.738499465097306
-73.99568975122179,40.74944205747529
-73.98477566781949,40.763799226242654
-73.9837901333808,40.76577620617966
-73.9828007083869,40.76713388284681
-74.00446633933,40.73767500605731
-73.99303113047743,40.75310081267403
-73.99298262596044,40.75253411002588
-73.99338144208127,40.75262370293751
-74.00476790698532,40.737780621369076
-73.98842408073394,40.759429035915595
-73.98523603900989,40.76380659932891
-73.99166206878523,40.75497519717172
-73.99290190751323,40.75265701374344
-73.98384725655634,40.76500054913036
-73.98590346295865,40.762882848776115
-73.98566004831882,40.76259745596558
-73.98397737569131,40.76482392179139
-73.99167052219208,40.75520969612842
-73.9953544338383,40.74930232480844
-73.99583223131297,40.74921808582522
